,idx,energy,cnt_yellow_thr_105,variance_105,cnt_yellow_thr_120,variance_120
10119,10349,10,272,97,18,5
10120,10350,10,323,175,11,2
10121,10353,10,277,102,12,3
10122,10355,10,296,97,0,0
10123,10356,10,326,165,33,10
10124,10357,10,289,115,1,0
10125,10361,10,341,154,3,0
10126,10363,10,292,109,25,8
10127,10367,10,294,109,1,0
10128,10372,10,277,113,23,3
10129,10380,10,331,142,7,0
10130,10381,10,300,131,32,9
10131,10385,10,283,105,12,2
10132,10392,10,282,108,1,0
10133,10393,10,297,104,0,0
10134,10394,10,283,116,1,0
10135,10398,10,296,109,13,7
10136,10401,10,243,88,13,1
10137,10402,10,327,140,41,11
10138,10405,10,325,152,13,20
10139,10407,10,262,99,33,6
10140,10408,10,306,110,0,0
10141,10416,10,292,110,5,5
10142,10417,10,286,123,7,4
10143,10423,10,352,184,31,17
10144,10425,10,329,125,0,0
10145,10428,10,280,107,8,2
10146,10436,10,318,129,0,0
10147,10437,10,292,122,0,0
10148,10438,10,304,110,0,0
10149,10440,10,310,139,5,1
10150,10441,10,305,111,0,0
10151,10442,10,304,117,0,0
10152,10444,10,316,138,3,2
10153,10453,10,272,98,2,0
10154,10457,10,273,96,1,0
10155,10460,10,288,104,20,6
10156,10464,10,306,117,0,0
10157,10466,10,289,112,9,3
10158,10469,10,293,110,0,0
10159,10472,10,318,116,0,0
10160,10480,10,319,131,3,0
10161,10483,10,353,154,0,0
10162,10484,10,289,105,0,0
10163,10486,10,292,112,1,0
10164,10488,10,309,109,0,0
10165,10490,10,312,113,0,0
10166,10494,10,319,129,6,4
10167,10497,10,293,130,13,4
10168,10504,10,276,113,0,0
10169,10505,10,279,105,12,1
10170,10512,10,313,116,0,0
10171,10514,10,271,98,2,0
10172,10515,10,312,116,0,0
10173,10519,10,275,100,0,0
10174,10520,10,298,105,0,0
10175,10527,10,276,101,9,3
10176,10529,10,305,129,28,8
10177,10535,10,287,102,3,0
10178,10541,10,276,102,5,1
10179,10542,10,314,116,0,0
10180,10544,10,300,113,5,0
10181,10545,10,303,127,14,3
10182,10546,10,283,112,0,0
10183,10547,10,310,106,0,0
10184,10550,10,311,128,0,0
10185,10551,10,299,104,0,0
10186,10552,10,281,95,5,0
10187,10554,10,316,122,0,0
10188,10555,10,328,140,3,2
10189,10556,10,270,101,19,4
10190,10558,10,328,129,0,0
10191,10563,10,306,126,0,0
10192,10567,10,333,160,31,11
10193,10575,10,292,103,0,0
10194,10577,10,302,126,31,8
10195,10578,10,310,125,0,0
10196,10585,10,338,144,9,4
10197,10586,10,307,108,0,0
10198,10587,10,304,137,20,6
10199,10588,10,295,108,0,0
10200,10589,10,315,121,6,2
10201,10595,10,275,106,0,0
10202,10597,10,315,120,0,0
10203,10598,10,300,109,0,0
10204,10600,10,306,119,0,0
10205,10608,10,318,164,34,16
10206,10609,10,281,109,3,2
10207,10610,10,296,119,2,0
10208,10615,10,272,98,6,1
10209,10628,10,286,104,0,0
10210,10630,10,314,115,16,12
10211,10633,10,298,104,0,0
10212,10634,10,282,117,8,5
10213,10636,10,319,123,0,0
10214,10640,10,268,100,1,0
10215,10641,10,279,99,0,0
10216,10644,10,274,103,0,0
10217,10647,10,299,132,5,0
10218,10649,10,293,108,0,0
10219,10650,10,306,133,0,0
10220,10655,10,283,107,0,0
10221,10659,10,292,117,0,0
10222,10671,10,267,93,8,5
10223,10674,10,294,114,8,3
10224,10677,10,294,114,4,0
10225,10681,10,257,87,17,2
10226,10683,10,342,154,9,5
10227,10686,10,298,118,2,0
10228,10698,10,331,158,25,14
10229,10701,10,315,146,2,0
10230,10703,10,295,99,0,0
10231,10706,10,309,114,14,7
10232,10714,10,296,110,0,0
10233,10716,10,297,103,0,0
10234,10717,10,278,96,0,0
10235,10728,10,337,136,1,0
10236,10729,10,274,114,17,3
10237,10731,10,287,102,2,0
10238,10734,10,300,139,32,7
10239,10735,10,294,111,15,4
10240,10737,10,274,97,1,0
10241,10739,10,291,97,0,0
10242,10741,10,292,104,0,0
10243,10743,10,320,119,0,0
10244,10744,10,266,97,0,0
10245,10746,10,307,127,7,3
10246,10753,10,313,122,1,0
10247,10756,10,329,166,13,5
10248,10757,10,333,139,0,0
10249,10759,10,289,107,0,0
10250,10761,10,265,95,10,2
10251,10764,10,317,140,19,3
10252,10766,10,291,104,0,0
10253,10767,10,284,102,10,2
10254,10772,10,335,170,14,4
10255,10775,10,297,129,19,4
10256,10778,10,276,106,12,2
10257,10779,10,306,114,0,0
10258,10782,10,311,146,8,11
10259,10784,10,328,130,0,0
10260,10786,10,291,101,0,0
10261,10787,10,324,127,0,0
10262,10795,10,299,110,1,0
10263,10796,10,296,118,9,3
10264,10799,10,277,97,0,0
10265,10802,10,308,105,0,0
10266,10806,10,297,110,0,0
10267,10807,10,316,128,19,6
10268,10808,10,343,146,13,2
10269,10816,10,279,88,0,0
10270,10818,10,295,129,0,0
10271,10820,10,314,121,15,8
10272,10822,10,309,120,1,0
10273,10824,10,307,113,8,2
10274,10825,10,298,109,8,3
10275,10828,10,330,131,0,0
10276,10831,10,310,121,6,0
10277,10835,10,277,102,2,0
10278,10836,10,288,104,0,0
10279,10838,10,322,145,12,5
10280,10843,10,293,118,26,8
10281,10844,10,286,107,9,1
10282,10848,10,259,91,3,0
10283,10861,10,333,128,0,0
10284,10863,10,321,123,0,0
10285,10867,10,352,135,0,0
10286,10871,10,286,107,1,0
10287,10874,10,283,112,4,0
10288,10876,10,328,124,0,0
10289,10880,10,308,126,43,19
10290,10882,10,306,121,6,5
10291,10883,10,274,98,7,1
10292,10884,10,272,104,0,0
10293,10885,10,300,102,1,0
10294,10888,10,273,106,2,0
10295,10889,10,322,128,0,0
10296,10893,10,336,148,0,0
10297,10896,10,283,108,33,8
10298,10898,10,295,113,9,3
10299,10904,10,302,117,5,0
10300,10905,10,278,97,0,0
10301,10906,10,281,113,4,0
10302,10911,10,291,104,0,0
10303,10912,10,284,105,8,1
10304,10914,10,285,105,7,1
10305,10920,10,305,138,30,8
10306,10921,10,303,107,0,0
10307,10923,10,297,126,25,3
10308,10926,10,313,136,9,1
10309,10929,10,304,124,0,0
10310,10932,10,292,105,0,0
10311,10937,10,316,131,4,5
10312,10938,10,327,127,0,0
10313,10940,10,302,117,2,0
10314,10943,10,297,114,0,0
10315,10945,10,310,122,0,0
10316,10948,10,302,100,0,0
10317,10950,10,283,97,0,0
10318,10951,10,326,145,0,0
10319,10958,10,285,97,0,0
10320,10959,10,284,113,12,5
10321,10961,10,308,117,0,0
10322,10963,10,264,94,6,0
10323,10965,10,297,149,31,5
10324,10973,10,320,120,0,0
10325,10979,10,313,104,0,0
10326,10980,10,306,131,19,6
10327,10981,10,302,116,0,0
10328,10987,10,293,122,23,6
10329,10988,10,290,105,0,0
10330,10990,10,266,102,4,0
10331,10992,10,299,139,4,0
10332,10996,10,304,113,1,0
10333,11001,10,313,115,1,0
10334,11003,10,290,110,4,1
10335,11006,10,297,114,0,0
10336,11008,10,293,109,0,0
10337,11020,10,278,96,0,0
10338,11026,10,259,92,0,0
10339,11030,10,293,101,0,0
10340,11031,10,311,122,0,0
10341,11033,10,332,173,13,7
10342,11034,10,277,102,4,2
10343,11035,10,329,138,0,0
10344,11037,10,323,131,2,0
10345,11038,10,345,172,1,0
10346,11042,10,288,106,2,0
10347,11043,10,296,110,4,1
10348,11045,10,294,108,0,0
10349,11048,10,282,100,1,0
10350,11052,10,334,183,26,13
10351,11053,10,305,119,8,2
10352,11057,10,289,109,5,2
10353,11063,10,271,100,15,2
10354,11064,10,268,96,0,0
10355,11069,10,285,99,0,0
10356,11071,10,317,136,17,4
10357,11072,10,286,95,0,0
10358,11073,10,273,94,0,0
10359,11077,10,284,102,0,0
10360,11079,10,310,121,0,0
10361,11083,10,313,128,1,0
10362,11090,10,277,106,21,3
10363,11094,10,282,98,4,0
10364,11095,10,309,129,27,7
10365,11097,10,298,113,3,0
10366,11098,10,342,139,0,0
10367,11103,10,266,104,24,4
10368,11107,10,321,140,0,0
10369,11109,10,274,101,0,0
10370,11119,10,290,105,12,2
10371,11120,10,285,99,0,0
10372,11124,10,283,114,7,3
10373,11126,10,283,111,0,0
10374,11128,10,289,103,0,0
10375,11130,10,312,150,17,2
10376,11135,10,302,103,0,0
10377,11136,10,294,112,2,0
10378,11137,10,309,155,13,2
10379,11138,10,331,146,29,7
10380,11139,10,320,127,2,0
10381,11145,10,307,114,0,0
10382,11147,10,344,178,29,10
10383,11151,10,295,111,0,0
10384,11153,10,264,97,2,0
10385,11155,10,308,126,2,0
10386,11157,10,293,113,0,0
10387,11158,10,291,112,0,0
10388,11161,10,327,137,0,0
10389,11167,10,313,117,0,0
10390,11171,10,296,111,3,2
10391,11172,10,328,125,0,0
10392,11176,10,314,117,0,0
10393,11179,10,301,108,0,0
10394,11182,10,298,111,0,0
10395,11191,10,301,109,0,0
10396,11194,10,305,127,6,2
10397,11207,10,274,110,37,7
10398,11212,10,304,114,19,11
10399,11218,10,287,108,4,0
10400,11226,10,321,131,0,0
10401,11227,10,310,125,0,0
10402,11230,10,280,103,25,5
10403,11233,10,266,103,21,4
10404,11234,10,290,107,3,1
10405,11238,10,287,105,9,4
10406,11241,10,298,105,0,0
10407,11242,10,279,103,5,3
10408,11243,10,315,139,1,0
10409,11245,10,305,106,0,0
10410,11246,10,308,118,0,0
10411,11247,10,297,106,0,0
10412,11251,10,293,109,0,0
10413,11255,10,297,117,0,0
10414,11258,10,264,95,1,0
10415,11262,10,328,149,0,0
10416,11264,10,283,104,0,0
10417,11266,10,294,111,0,0
10418,11269,10,303,113,0,0
10419,11275,10,313,148,18,3
10420,11276,10,317,120,6,2
10421,11279,10,322,126,1,0
10422,11280,10,307,118,0,0
10423,11285,10,322,182,26,12
10424,11289,10,314,128,18,4
10425,11297,10,300,106,0,0
10426,11298,10,330,119,0,0
10427,11302,10,315,150,29,9
10428,11304,10,310,117,0,0
10429,11306,10,295,102,0,0
10430,11311,10,284,107,16,3
10431,11313,10,313,109,0,0
10432,11317,10,319,164,31,8
10433,11321,10,320,127,26,5
10434,11322,10,297,138,45,12
10435,11323,10,321,162,1,0
10436,11325,10,302,120,3,3
10437,11326,10,299,110,0,0
10438,11329,10,306,110,0,0
10439,11330,10,298,109,0,0
10440,11331,10,269,101,26,7
10441,11333,10,305,132,24,13
10442,11338,10,284,108,0,0
10443,11339,10,283,108,0,0
10444,11341,10,302,115,1,0
10445,11346,10,310,139,31,10
10446,11347,10,295,116,28,13
10447,11348,10,283,106,9,2
10448,11352,10,312,115,0,0
10449,11357,10,301,112,1,0
10450,11362,10,290,110,23,7
10451,11363,10,300,112,0,0
10452,11367,10,285,101,0,0
10453,11368,10,279,103,12,5
10454,11369,10,320,145,0,0
10455,11370,10,289,108,2,0
10456,11371,10,290,115,5,0
10457,11375,10,312,115,1,0
10458,11378,10,341,141,0,0
10459,11380,10,326,151,41,25
10460,11382,10,309,137,0,0
10461,11385,10,302,106,0,0
10462,11386,10,297,143,17,8
10463,11395,10,311,108,2,0
10464,11399,10,318,126,1,0
10465,11401,10,264,99,24,4
10466,11403,10,315,125,10,2
10467,11408,10,274,100,1,0
10468,11410,10,308,118,3,0
10469,11413,10,317,122,0,0
10470,11414,10,336,126,0,0
10471,11419,10,290,112,0,0
10472,11421,10,305,130,26,7
10473,11425,10,292,111,2,0
10474,11427,10,289,107,6,2
10475,11429,10,307,116,1,0
10476,11432,10,283,114,10,1
10477,11434,10,303,119,0,0
10478,11436,10,300,128,29,4
10479,11437,10,293,119,12,4
10480,11440,10,272,102,30,5
10481,11441,10,312,132,8,1
10482,11442,10,310,117,0,0
10483,11447,10,382,208,24,3
10484,11448,10,268,91,6,3
10485,11451,10,305,104,0,0
10486,11453,10,321,122,0,0
10487,11454,10,300,122,21,4
10488,11458,10,303,116,0,0
10489,11463,10,314,131,39,8
10490,11467,10,333,134,0,0
10491,11468,10,332,133,0,0
10492,11469,10,288,105,25,4
10493,11475,10,293,114,0,0
10494,11477,10,314,118,0,0
10495,11479,10,349,182,9,5
10496,11481,10,293,105,0,0
10497,11487,10,260,101,32,4
10498,11490,10,325,145,8,6
10499,11491,10,283,101,0,0
10500,11492,10,315,126,15,2
10501,11494,10,279,110,15,7
10502,11495,10,341,204,25,8
10503,11496,10,314,162,0,0
10504,11498,10,319,129,0,0
10505,11499,10,274,98,8,1
10506,11500,10,283,103,4,0
10507,11503,10,290,109,5,1
10508,11506,10,283,102,0,0
10509,11507,10,296,107,0,0
10510,11510,10,321,123,0,0
10511,11515,10,290,144,26,7
10512,11517,10,245,82,33,6
10513,11522,10,303,124,18,5
10514,11523,10,294,107,0,0
10515,11524,10,337,159,1,0
10516,11528,10,254,92,6,1
10517,11529,10,332,148,0,0
10518,11530,10,281,95,0,0
10519,11531,10,314,157,26,7
10520,11533,10,280,107,0,0
10521,11534,10,295,105,0,0
10522,11539,10,279,102,13,5
10523,11541,10,307,114,1,0
10524,11545,10,277,118,40,9
10525,11548,10,326,127,0,0
10526,11550,10,284,116,27,8
10527,11552,10,315,130,3,0
10528,11553,10,313,123,0,0
10529,11556,10,356,236,46,23
10530,11558,10,292,96,0,0
10531,11559,10,286,104,1,0
10532,11560,10,305,122,0,0
10533,11561,10,300,119,10,7
10534,11564,10,282,120,35,8
10535,11565,10,326,125,1,0
10536,11569,10,301,121,37,7
10537,11570,10,287,103,3,0
10538,11571,10,267,97,6,1
10539,11573,10,311,117,6,2
10540,11578,10,322,127,0,0
10541,11579,10,316,129,0,0
10542,11582,10,327,141,10,4
10543,11583,10,290,108,5,1
10544,11590,10,294,100,0,0
10545,11591,10,293,123,20,2
10546,11593,10,267,91,12,2
10547,11594,10,260,93,14,2
10548,11598,10,310,128,2,0
10549,11602,10,327,142,29,10
10550,11606,10,277,106,1,0
10551,11609,10,306,112,0,0
10552,11614,10,325,168,2,0
10553,11618,10,284,98,0,0
10554,11622,10,297,120,28,9
10555,11626,10,263,94,33,6
10556,11629,10,273,91,0,0
10557,11633,10,283,104,5,1
10558,11634,10,273,96,0,0
10559,11636,10,294,107,4,1
10560,11637,10,324,131,0,0
10561,11639,10,323,134,4,1
10562,11641,10,336,172,24,6
10563,11645,10,304,112,6,8
10564,11649,10,299,111,0,0
10565,11654,10,294,130,29,5
10566,11655,10,317,113,0,0
10567,11660,10,324,125,3,0
10568,11661,10,308,120,17,7
10569,11667,10,279,99,0,0
10570,11671,10,296,104,0,0
10571,11678,10,316,133,5,11
10572,11682,10,302,118,23,4
10573,11683,10,293,108,9,5
10574,11686,10,289,117,0,0
10575,11691,10,294,126,23,3
10576,11693,10,288,113,14,7
10577,11695,10,320,154,49,14
10578,11703,10,317,129,0,0
10579,11706,10,321,129,0,0
10580,11707,10,305,117,0,0
10581,11710,10,262,94,20,5
10582,11712,10,321,139,26,8
10583,11715,10,275,110,2,0
10584,11719,10,329,122,0,0
10585,11722,10,284,104,6,3
10586,11726,10,288,119,11,2
10587,11729,10,310,109,0,0
10588,11732,10,288,112,19,4
10589,11733,10,318,134,14,3
10590,11736,10,295,115,31,11
10591,11737,10,312,126,12,4
10592,11738,10,298,110,0,0
10593,11748,10,313,161,29,10
10594,11760,10,309,124,0,0
10595,11761,10,343,188,47,20
10596,11765,10,310,116,0,0
10597,11766,10,270,85,0,0
10598,11774,10,291,106,0,0
10599,11775,10,296,110,1,0
10600,11779,10,310,109,0,0
10601,11780,10,306,127,0,0
10602,11784,10,334,164,19,9
10603,11788,10,303,114,2,0
10604,11789,10,345,225,39,16
10605,11790,10,288,100,0,0
10606,11791,10,287,110,18,11
10607,11799,10,279,93,0,0
10608,11812,10,289,108,0,0
10609,11813,10,283,96,0,0
10610,11817,10,290,98,0,0
10611,11818,10,314,125,2,0
10612,11820,10,302,114,3,1
10613,11822,10,302,113,0,0
10614,11825,10,273,96,9,2
10615,11826,10,370,204,18,20
10616,11830,10,300,106,0,0
10617,11831,10,285,107,4,0
10618,11834,10,309,108,0,0
10619,11840,10,333,136,0,0
10620,11842,10,296,115,14,2
10621,11845,10,303,122,8,7
10622,11846,10,302,105,0,0
10623,11847,10,310,117,0,0
10624,11848,10,334,153,26,10
10625,11850,10,284,109,0,0
10626,11851,10,307,112,0,0
10627,11852,10,305,115,0,0
10628,11854,10,341,214,43,13
10629,11860,10,300,123,5,2
10630,11862,10,314,133,2,0
10631,11863,10,330,145,10,6
10632,11867,10,308,140,8,1
10633,11869,10,311,113,0,0
10634,11871,10,322,131,0,0
10635,11877,10,300,114,10,6
10636,11879,10,307,119,0,0
10637,11880,10,294,102,0,0
10638,11882,10,271,100,0,0
10639,11888,10,305,122,0,0
10640,11889,10,300,120,22,8
10641,11895,10,281,112,30,7
10642,11898,10,349,145,6,0
10643,11902,10,288,104,30,7
10644,11903,10,320,116,0,0
10645,11905,10,313,124,0,0
10646,11906,10,283,116,28,9
10647,11912,10,326,147,1,0
10648,11914,10,303,121,8,1
10649,11916,10,306,112,0,0
10650,11917,10,302,114,10,3
10651,11918,10,294,109,11,5
10652,11923,10,289,108,8,3
10653,11930,10,296,105,0,0
10654,11934,10,309,115,3,0
10655,11936,10,334,123,0,0
10656,11938,10,287,109,0,0
10657,11942,10,295,110,0,0
10658,11944,10,311,113,0,0
10659,11945,10,297,135,52,14
10660,11948,10,297,117,13,2
10661,11952,10,293,114,7,5
10662,11955,10,306,120,0,0
10663,11957,10,320,110,0,0
10664,11959,10,295,110,1,0
10665,11968,10,268,98,0,0
10666,11969,10,285,94,0,0
10667,11972,10,269,88,0,0
10668,11983,10,325,120,0,0
10669,11985,10,337,152,0,0
10670,11987,10,281,93,0,0
10671,11988,10,300,107,0,0
10672,11993,10,286,113,2,0
10673,11994,10,334,158,31,6
10674,12002,10,310,128,34,7
10675,12003,10,343,174,0,0
10676,12006,10,290,113,14,2
10677,12009,10,311,142,45,18
10678,12012,10,312,129,0,0
10679,12013,10,327,148,8,10
10680,12014,10,345,155,7,6
10681,12015,10,292,112,0,0
10682,12019,10,326,127,1,0
10683,12020,10,311,126,0,0
10684,12021,10,309,112,0,0
10685,12022,10,295,106,0,0
10686,12024,10,280,105,8,0
10687,12026,10,305,109,2,0
10688,12030,10,326,127,0,0
10689,12032,10,259,91,25,5
10690,12037,10,324,131,27,10
10691,12039,10,317,116,0,0
10692,12041,10,332,178,38,16
10693,12042,10,287,101,0,0
10694,12045,10,269,98,7,0
10695,12046,10,299,124,1,0
10696,12053,10,329,183,62,26
10697,12055,10,292,111,15,3
10698,12058,10,309,134,0,0
10699,12060,10,326,147,6,2
10700,12065,10,287,102,2,0
10701,12066,10,288,104,0,0
10702,12071,10,293,112,23,7
10703,12073,10,309,123,0,0
10704,12082,10,272,94,3,0
10705,12084,10,319,120,2,0
10706,12086,10,304,128,4,0
10707,12088,10,324,137,1,0
10708,12093,10,333,134,0,0
10709,12097,10,305,125,33,7
10710,12099,10,303,131,9,3
10711,12100,10,283,102,0,0
10712,12101,10,312,118,0,0
10713,12105,10,300,124,10,2
10714,12107,10,289,108,0,0
10715,12108,10,295,121,20,4
10716,12114,10,284,107,2,0
10717,12120,10,300,117,24,5
10718,12125,10,285,98,0,0
10719,12127,10,279,103,5,3
10720,12129,10,321,160,24,7
10721,12134,10,290,106,18,3
10722,12138,10,270,101,19,4
10723,12142,10,298,111,0,0
10724,12143,10,324,150,25,6
10725,12144,10,301,113,0,0
10726,12145,10,306,113,0,0
10727,12153,10,313,127,16,5
10728,12154,10,304,106,0,0
10729,12155,10,329,133,18,13
10730,12163,10,284,103,2,0
10731,12164,10,308,114,0,0
10732,12165,10,323,143,0,0
10733,12168,10,295,138,30,5
10734,12169,10,271,94,0,0
10735,12170,10,294,134,7,0
10736,12173,10,332,162,11,6
10737,12174,10,295,124,0,0
10738,12177,10,288,113,2,0
10739,12178,10,296,102,0,0
10740,12180,10,317,124,0,0
10741,12182,10,305,121,0,0
10742,12184,10,283,110,2,0
10743,12191,10,287,107,1,0
10744,12196,10,277,97,1,0
10745,12198,10,302,123,0,0
10746,12199,10,301,134,9,1
10747,12208,10,308,133,13,6
10748,12211,10,311,166,22,2
10749,12213,10,313,130,36,8
10750,12215,10,281,101,1,0
10751,12216,10,314,122,0,0
10752,12218,10,305,115,0,0
10753,12219,10,271,93,0,0
10754,12220,10,296,112,2,0
10755,12225,10,353,164,20,15
10756,12226,10,341,144,17,10
10757,12229,10,288,102,0,0
10758,12230,10,313,123,1,0
10759,12231,10,293,102,0,0
10760,12232,10,311,113,0,0
10761,12233,10,294,127,35,10
10762,12238,10,302,109,0,0
10763,12248,10,267,102,5,0
10764,12249,10,311,120,2,0
10765,12256,10,314,130,4,4
10766,12258,10,284,100,0,0
10767,12259,10,316,145,0,0
10768,12263,10,293,121,26,6
10769,12264,10,326,150,43,8
10770,12265,10,288,109,1,0
10771,12267,10,322,132,9,2
10772,12275,10,286,109,0,0
10773,12276,10,292,114,0,0
10774,12278,10,288,103,17,6
10775,12282,10,297,110,0,0
10776,12284,10,343,166,0,0
10777,12286,10,280,108,30,5
10778,12292,10,303,113,0,0
10779,12299,10,289,117,4,2
10780,12303,10,266,99,25,4
10781,12304,10,320,118,3,0
10782,12307,10,312,118,1,0
10783,12308,10,267,94,0,0
10784,12311,10,284,101,1,0
10785,12314,10,294,117,6,5
10786,12321,10,304,113,2,0
10787,12323,10,307,119,7,4
10788,12325,10,284,109,29,5
10789,12326,10,304,135,1,0
10790,12328,10,309,118,0,0
10791,12330,10,277,115,6,0
10792,12331,10,308,127,0,0
10793,12332,10,289,107,0,0
10794,12334,10,287,108,3,0
10795,12335,10,291,106,1,0
10796,12337,10,304,113,0,0
10797,12338,10,263,102,22,3
10798,12339,10,307,127,3,0
10799,12340,10,314,138,2,0
10800,12342,10,324,127,0,0
10801,12344,10,308,124,28,5
10802,12345,10,295,120,0,0
10803,12348,10,281,102,20,4
10804,12350,10,283,112,12,2
10805,12352,10,285,85,0,0
10806,12358,10,275,100,0,0
10807,12364,10,321,140,4,1
10808,12367,10,285,123,40,13
10809,12368,10,319,152,0,0
10810,12374,10,299,108,1,0
10811,12376,10,298,109,0,0
10812,12377,10,283,106,3,0
10813,12382,10,298,109,0,0
10814,12383,10,293,108,10,2
10815,12387,10,312,120,0,0
10816,12389,10,329,119,0,0
10817,12392,10,303,115,8,3
10818,12393,10,308,114,0,0
10819,12394,10,283,102,0,0
10820,12396,10,344,170,41,13
10821,12402,10,272,102,18,4
10822,12404,10,320,143,22,5
10823,12406,10,290,102,0,0
10824,12415,10,320,125,0,0
10825,12417,10,288,124,30,6
10826,12420,10,326,150,0,0
10827,12425,10,342,144,0,0
10828,12432,10,297,127,28,9
10829,12433,10,319,146,5,3
10830,12437,10,320,123,5,1
10831,12439,10,345,144,9,2
10832,12440,10,330,150,0,0
10833,12441,10,293,117,7,2
10834,12444,10,297,106,0,0
10835,12445,10,301,120,5,1
10836,12450,10,278,93,0,0
10837,12451,10,294,106,0,0
10838,12452,10,296,98,0,0
10839,12456,10,285,95,0,0
10840,12459,10,298,123,29,8
10841,12465,10,300,120,0,0
10842,12468,10,277,95,5,1
10843,12473,10,354,191,30,15
10844,12478,10,302,117,0,0
10845,12480,10,302,111,0,0
10846,12482,10,264,103,11,1
10847,12484,10,312,122,20,6
10848,12491,10,293,113,8,3
10849,12493,10,284,104,0,0
10850,12497,10,311,135,30,6
10851,12498,10,348,182,9,5
10852,12500,10,287,117,9,2
10853,12508,10,281,98,0,0
10854,12509,10,287,111,16,2
10855,12513,10,331,171,33,6
10856,12516,10,252,90,0,0
10857,12517,10,327,131,7,1
10858,12518,10,281,102,0,0
10859,12520,10,272,96,30,6
10860,12522,10,312,119,0,0
10861,12524,10,329,145,0,0
10862,12527,10,308,115,0,0
10863,12528,10,304,117,0,0
10864,12533,10,291,103,0,0
10865,12536,10,292,106,7,5
10866,12539,10,279,109,10,1
10867,12542,10,316,141,16,2
10868,12546,10,281,97,0,0
10869,12549,10,294,112,4,0
10870,12550,10,291,108,0,0
10871,12551,10,277,106,14,4
10872,12552,10,297,112,13,3
10873,12554,10,301,106,0,0
10874,12556,10,326,128,0,0
10875,12560,10,307,138,34,15
10876,12563,10,340,173,43,15
10877,12567,10,338,158,1,0
10878,12570,10,278,106,28,5
10879,12573,10,291,110,0,0
10880,12574,10,369,171,5,2
10881,12575,10,297,121,0,0
10882,12576,10,304,119,23,6
10883,12583,10,271,97,8,1
10884,12586,10,299,128,32,10
10885,12587,10,272,96,1,0
10886,12588,10,307,128,4,0
10887,12595,10,264,98,3,2
10888,12597,10,280,99,0,0
10889,12600,10,279,107,0,0
10890,12605,10,272,113,18,3
10891,12606,10,299,114,18,4
10892,12609,10,311,130,0,0
10893,12620,10,337,160,22,7
10894,12625,10,359,236,44,24
10895,12626,10,278,102,18,4
10896,12627,10,301,112,0,0
10897,12628,10,278,102,2,0
10898,12629,10,308,115,14,8
10899,12634,10,290,113,32,5
10900,12635,10,328,158,14,3
10901,12636,10,288,103,0,0
10902,12638,10,281,96,0,0
10903,12640,10,306,112,0,0
10904,12641,10,303,114,0,0
10905,12643,10,294,110,12,3
10906,12644,10,294,116,18,6
10907,12647,10,283,103,0,0
10908,12648,10,286,110,14,4
10909,12649,10,306,108,2,0
10910,12650,10,307,131,24,10
10911,12652,10,305,118,3,0
10912,12654,10,339,161,3,0
10913,12655,10,289,102,0,0
10914,12656,10,268,92,1,0
10915,12658,10,310,118,0,0
10916,12663,10,323,119,0,0
10917,12666,10,291,108,0,0
10918,12667,10,289,116,13,3
10919,12668,10,295,123,1,0
10920,12669,10,295,106,2,0
10921,12670,10,279,99,0,0
10922,12672,10,279,109,2,0
10923,12674,10,342,183,37,12
10924,12677,10,305,112,0,0
10925,12682,10,270,95,15,4
10926,12692,10,298,114,8,2
10927,12695,10,299,110,0,0
10928,12697,10,311,135,16,12
10929,12699,10,296,107,2,0
10930,12705,10,308,140,25,8
10931,12709,10,303,108,0,0
10932,12711,10,312,159,22,7
10933,12712,10,297,113,1,0
10934,12713,10,273,105,12,1
10935,12714,10,295,113,0,0
10936,12716,10,285,110,3,0
10937,12719,10,286,106,4,0
10938,12720,10,295,116,1,0
10939,12722,10,286,99,0,0
10940,12726,10,284,100,1,0
10941,12730,10,293,108,6,0
10942,12731,10,323,144,0,0
10943,12732,10,329,148,3,2
10944,12733,10,295,117,20,6
10945,12734,10,281,114,17,3
10946,12735,10,283,109,20,7
10947,12736,10,347,180,4,4
10948,12739,10,288,108,1,0
10949,12743,10,310,117,6,1
10950,12749,10,276,101,0,0
10951,12754,10,279,111,25,5
10952,12759,10,296,106,9,2
10953,12761,10,296,108,0,0
10954,12766,10,301,134,4,1
10955,12769,10,301,115,0,0
10956,12775,10,308,135,19,11
10957,12779,10,269,98,19,3
10958,12785,10,272,94,11,2
10959,12789,10,290,100,0,0
10960,12790,10,373,219,22,14
10961,12791,10,308,116,0,0
10962,12792,10,288,109,3,0
10963,12793,10,273,92,0,0
10964,12794,10,290,108,5,0
10965,12797,10,323,134,1,0
10966,12798,10,295,102,0,0
10967,12800,10,282,92,0,0
10968,12801,10,319,142,25,12
10969,12807,10,305,127,13,2
10970,12809,10,298,109,32,9
10971,12811,10,290,103,0,0
10972,12814,10,279,108,19,5
10973,12817,10,292,109,0,0
10974,12825,10,331,126,1,0
10975,12828,10,303,110,0,0
10976,12832,10,286,90,0,0
10977,12835,10,292,102,1,0
10978,12841,10,302,114,4,3
10979,12844,10,296,146,35,16
10980,12845,10,307,120,0,0
10981,12848,10,307,104,0,0
10982,12850,10,314,118,0,0
10983,12851,10,279,104,0,0
10984,12854,10,295,112,1,0
10985,12856,10,302,111,0,0
10986,12860,10,309,128,9,2
10987,12861,10,293,102,0,0
10988,12864,10,276,94,0,0
10989,12871,10,276,100,1,0
10990,12873,10,304,133,24,14
